Desc_P,Code_P,Desc_E,Code_E,Desc_F,Code_F
Cisowianka Naturalna woda mineralna niegazowana niskosodowa 330 ml,Wody mineralne lub ?ródlane,"Cisowianka Low carbonated natural mineral water, 330 ml",Mineral or spring waters,"Cisowianka Eau minérale naturelle à faible teneur en carbone, 330 ml",Eaux minérales ou sources
"Ostromecko Woda magnezowa niegazowana sto?owa 1,5 l",Wody mineralne lub ?ródlane,"Ostromecko Still water, magnesium, 1.5 l",Mineral or spring waters,"Ostromecko Eau plate, magnésium, 1,5 l",Eaux minérales ou sources
Ostromecko Naturalna woda mineralna gazowana 500 ml,Wody mineralne lub ?ródlane,Ostromecko Natural sparkling mineral water 500 ml,Mineral or spring waters,Ostromecko Eau minérale gazeuse naturelle 500 ml,Eaux minérales ou sources
"  Per?a Natury Woda ?ródlana lekko gazowana 1,5 l",Wody mineralne lub ?ródlane,Pearl of Nature Spring water slightly sparkling 1.5 l,Mineral or spring waters,"Perle de Nature Eau de source légèrement pétillante 1,5 l",Eaux minérales ou sources
"Muszyna Cechini Naturalna woda mineralna wysokozmineralizowana niskonasycona 0,5 l",Wody mineralne lub ?ródlane,"Muszyna Cechini Natural mineral water, highly mineralized, low saturated 0.5 l",Mineral or spring waters,"Muszyna Cechini Eau minérale naturelle hautement minéralisée, faiblement saturée 0,5 l",Eaux minérales ou sources
"Ostromecko Naturalna woda mineralna gazowana 1,5 l",Wody mineralne lub ?ródlane,Ostromecko Natural sparkling mineral water 1.5 l,Mineral or spring waters,"Ostromecko Eau minérale gazeuse naturelle 1,5 l",Eaux minérales ou sources
?ywiec Zdrój Green Tea Napój niegazowany zielona herbata gruszka 500 ml,Wody mineralne lub ?ródlane,?ywiec Zdrój Green Tea Non-carbonated drink green tea pear 500 ml,Mineral or spring waters,?ywiec Zdrój Thé vert Boisson non gazeuse au thé vert à la poire 500 ml,Eaux minérales ou sources
Ostromecko Naturalna woda mineralna niegazowana 500 ml,Wody mineralne lub ?ródlane,Ostromecko Natural still mineral water 500 ml,Mineral or spring waters,Ostromecko Eau minérale naturelle calme 500 ml,Eaux minérales ou sources
  Per?a Natury Woda ?ródlana niegazowana 500 ml,Wody mineralne lub ?ródlane,Pearl of Nature Still spring water 500 ml,Mineral or spring waters,Perle de Nature eau de source encore 500 ml,Eaux minérales ou sources
  Muszyna Sport Naturalna woda mineralna wysokozmineralizowana 750 ml,Wody mineralne lub ?ródlane,"Muszyna Sport Natural, highly mineralized mineral water 750 ml",Mineral or spring waters,Muszyna Sport Eau minérale naturelle hautement minéralisée 750 ml,Eaux minérales ou sources
?ywiec Zdrój Napój niegazowany upiornie brzoskwiniowy 500 ml,Wody mineralne lub ?ródlane,?ywiec Zdrój Non-carbonated ghostly peach drink 500 ml,Mineral or spring waters,?ywiec Zdrój Boisson fantomatique à la pêche non gazeuse 500 ml,Eaux minérales ou sources
"Piwniczanka Naturalna woda mineralna wysokonasycona CO2 1,5 l",Wody mineralne lub ?ródlane,"Piwniczanka Natural, highly saturated CO2 mineral water 1.5 l",Mineral or spring waters,"Piwniczanka Eau minérale naturelle hautement saturée en CO2 1,5 l",Eaux minérales ou sources
Muszyna Cechini Naturalna woda mineralna wysokozmineralizowana wysokonasycona 2 l,Wody mineralne lub ?ródlane,"Muszyna Cechini Natural mineral water, highly mineralized, highly saturated 2 l",Mineral or spring waters,Muszyna Cechini Eau minérale naturelle hautement minéralisée et saturée 2 l,Eaux minérales ou sources
"Piwniczanka Naturalna woda mineralna niskonasycona CO2 1,5 l",Wody mineralne lub ?ródlane,Piwniczanka Natural low-saturated mineral water CO2 1.5 l,Mineral or spring waters,"Piwniczanka Eau minérale naturelle faiblement saturée en CO2 1,5 l",Eaux minérales ou sources
?ywiec Zdrój Green Tea Napój niegazowany zielona herbata mi?ta 500 ml,Wody mineralne lub ?ródlane,?ywiec Zdrój Green Tea Non-carbonated drink green tea mint 500 ml,Mineral or spring waters,?ywiec Zdrój Thé vert Boisson non gazeuse au thé vert à la menthe 500 ml,Eaux minérales ou sources
?ywiec Zdrój Napój niegazowany strasznie limonkowy 500 ml,Wody mineralne lub ?ródlane,?ywiec Zdrój A terribly non-carbonated drink 500 ml,Mineral or spring waters,?ywiec Zdrój Une boisson terriblement non gazeuse 500 ml,Eaux minérales ou sources
?ywiec Zdrój Napój niegazowany z nut? jab?ka 500 ml,Wody mineralne lub ?ródlane,?ywiec Zdrój Non-carbonated drink with a hint of apple 500 ml,Mineral or spring waters,?ywiec Zdrój Boisson non gazeuse avec un soupçon de pomme 500 ml,Eaux minérales ou sources
  Per?a Natury Woda ?ródlana gazowana 500 ml,Wody mineralne lub ?ródlane,Pearl of Nature Spring water sparkling 500 ml,Mineral or spring waters,Perle de nature eau de source pétillante 500 ml,Eaux minérales ou sources
"?ywiec Zdrój Green Tea Napój niegazowany zielona herbata mi?ta 1,5 l",Wody mineralne lub ?ródlane,?ywiec Zdrój Green Tea Non-carbonated drink green mint tea 1.5 l,Mineral or spring waters,"?ywiec Zdrój Thé vert Boisson non gazeuse Thé à la menthe verte 1,5 l",Eaux minérales ou sources
"  Muszyna Naturalna woda mineralna wysokozmineralizowana lekko gazowana 1,5 l",Wody mineralne lub ?ródlane,"Muszyna Natural mineral water, highly mineralized, lightly carbonated, 1.5 l",Mineral or spring waters,"Muszyna Eau minérale naturelle fortement minéralisée, légèrement gazéifiée, 1,5 l",Eaux minérales ou sources
?ywiec Zdrój Black Tea Napój niegazowany czarna herbata cytryna limonka 500 ml,Wody mineralne lub ?ródlane,?ywiec Zdrój Black Tea Non-carbonated drink black tea lemon lime 500 ml,Mineral or spring waters,?ywiec Zdrój Thé noir Boisson non gazeuse Thé noir citron citron vert 500 ml,Eaux minérales ou sources
"Nestlé Pure Life Woda ?ródlana niegazowana 0,33 l",Wody mineralne lub ?ródlane,Nestlé Pure Life Still water 0.33 l,Mineral or spring waters,"Nestlé Pure Life Eau plate 0,33 l",Eaux minérales ou sources
Primavera Woda ?ródlana niegazowana 1 l,Wody mineralne lub ?ródlane,Primavera Still spring water 1 l,Mineral or spring waters,Primavera Still eau de source 1 l,Eaux minérales ou sources
"  Muszyna Naturalna woda mineralna wysokozmineralizowana cz??ciowo odgazowana 1,5 l",Wody mineralne lub ?ródlane,"Muszyna Natural mineral water, highly mineralized, partially degassed 1.5 l",Mineral or spring waters,"Muszyna Eau minérale naturelle hautement minéralisée, partiellement dégazée 1,5 l",Eaux minérales ou sources
?ywiec Zdrój Napój niegazowany potwornie poziomkowy 500 ml,Wody mineralne lub ?ródlane,?ywiec Zdrój Non-carbonated wild strawberry drink 500 ml,Mineral or spring waters,?ywiec Zdrój Boisson à la fraise des bois non gazeuse 500 ml,Eaux minérales ou sources
Muszyna Cechini Naturalna woda mineralna wysokozmineralizowana niskonasycona 2 l,Wody mineralne lub ?ródlane,"Muszyna Cechini Natural mineral water, highly mineralized, low saturated 2 l",Mineral or spring waters,"Muszyna Cechini Eau minérale naturelle hautement minéralisée, faiblement saturée 2 l",Eaux minérales ou sources
  Muszyna Naturalna woda mineralna wysokozmineralizowana lekko gazowana 6 x 330 ml,Wody mineralne lub ?ródlane,"Muszyna Natural mineral water, highly mineralized, lightly carbonated 6 x 330 ml",Mineral or spring waters,"Muszyna Eau minérale naturelle hautement minéralisée, légèrement gazeuse 6 x 330 ml",Eaux minérales ou sources
  Muszyna Naturalna woda mineralna wysokozmineralizowana lekko gazowana 330 ml,Wody mineralne lub ?ródlane,"Muszyna Natural mineral water, highly mineralized, lightly carbonated 330 ml",Mineral or spring waters,"Muszyna Eau minérale naturelle hautement minéralisée, légèrement gazeuse 330 ml",Eaux minérales ou sources
"?ywiec Zdrój Soczysty Napój niegazowany truskawka 1,5 l",Wody mineralne lub ?ródlane,?ywiec Zdrój Juicy Non-carbonated drink strawberry 1.5 l,Mineral or spring waters,"?ywiec Zdrój Juicy Boisson non gazeuse à la fraise 1,5 l",Eaux minérales ou sources
"Piwniczanka Naturalna woda mineralna ?rednionasycona CO2 1,5 l",Wody mineralne lub ?ródlane,Piwniczanka Natural mineral water with medium saturated CO2 1.5 l,Mineral or spring waters,"Piwniczanka Eau minérale naturelle à teneur moyenne en CO2 saturé 1,5 l",Eaux minérales ou sources
  Muszyna Naturalna woda mineralna wysokozmineralizowana gazowana 500 ml,Wody mineralne lub ?ródlane,"Muszyna Natural mineral water, highly mineralized, carbonated 500 ml",Mineral or spring waters,"Muszyna Eau minérale naturelle fortement minéralisée, gazéifiée 500 ml",Eaux minérales ou sources
"Ostromecko Naturalna woda mineralna niegazowana 1,5 l",Wody mineralne lub ?ródlane,Ostromecko Natural still mineral water 1.5 l,Mineral or spring waters,"Ostromecko Eau minérale naturelle calme 1,5 l",Eaux minérales ou sources
?ywiec Zdrój Black Tea Napój niegazowany czarna herbata brzoskwinia pomara?cza 500 ml,Wody mineralne lub ?ródlane,?ywiec Zdrój Black Tea Non-carbonated drink black tea peach orange 500 ml,Mineral or spring waters,?ywiec Zdrój Thé noir Boisson non gazeuse Thé noir pêche orange 500 ml,Eaux minérales ou sources
"Primavera Woda ?ródlana gazowana 1,5 l",Wody mineralne lub ?ródlane,Primavera Sparkling spring water 1.5 l,Mineral or spring waters,"Primavera Eau de source pétillante 1,5 l",Eaux minérales ou sources
"Muszyna Cechini Naturalna woda mineralna wysokozmineralizowana niskonasycona 0,75 l",Wody mineralne lub ?ródlane,"Muszyna Cechini Natural mineral water, highly mineralized, low saturated 0.75 l",Mineral or spring waters,"Muszyna Cechini Eau minérale naturelle hautement minéralisée, faiblement saturée 0,75 l",Eaux minérales ou sources
  Muszyna Naturalna woda mineralna wysokozmineralizowana lekko gazowana 500 ml,Wody mineralne lub ?ródlane,"Muszyna Natural mineral water, highly mineralized, lightly carbonated 500 ml",Mineral or spring waters,"Muszyna Eau minérale naturelle hautement minéralisée, légèrement gazéifiée 500 ml",Eaux minérales ou sources
"?ywiec Zdrój Black Tea Napój niegazowany czarna herbata cytryna limonka 1,5 l",Wody mineralne lub ?ródlane,?ywiec Zdrój Black Tea Non-carbonated drink black tea lemon lime 1.5 l,Mineral or spring waters,"Ywiec Zdrój Thé noir Boisson non gazeuse Thé noir citron citron vert 1,5 l",Eaux minérales ou sources
?ywiec Zdrój Napój niegazowany przera?aj?co malinowy 500 ml,Wody mineralne lub ?ródlane,?ywiec Zdrój Non-carbonated frightening raspberry drink 500 ml,Mineral or spring waters,?ywiec Zdrój Boisson effrayante à la framboise non gazeuse 500 ml,Eaux minérales ou sources
"Dobrowianka Naturalna woda mineralna lekko gazowana 1,5 l",Wody mineralne lub ?ródlane,Dobrowianka Natural slightly sparkling mineral water 1.5 l,Mineral or spring waters,"Dobrowianka Eau minérale naturelle légèrement pétillante 1,5 l",Eaux minérales ou sources
"Na??czowianka Naturalna woda mineralna niegazowana 0,33 l",Wody mineralne lub ?ródlane,Na??czowianka Natural still mineral water 0.33 l,Mineral or spring waters,"Na??czowianka Eau minérale plate naturelle 0,33 l",Eaux minérales ou sources
  Per?a Natury Woda ?ródlana lekko gazowana 500 ml,Wody mineralne lub ?ródlane,Pearl of Nature Spring water slightly sparkling 500 ml,Mineral or spring waters,Perle de Nature Eau de source légèrement pétillante 500 ml,Eaux minérales ou sources
  Sok pomara?czowy 1 l,Soki owocowe i warzywne,Orange juice 1 l,Fruit and vegetable juices,Jus d&#39;orange 1 l,Jus de fruits et de légumes
  Sok ananasowy 1 l,Soki owocowe i warzywne,Pineapple juice 1 l,Fruit and vegetable juices,Jus d&#39;ananas 1 l,Jus de fruits et de légumes
  Sok z mandarynek 1 l,Soki owocowe i warzywne,Mandarin juice 1 l,Fruit and vegetable juices,Jus de mandarine 1 l,Jus de fruits et de légumes
  Smoothie Sok mango i marakuja 250 ml,Soki owocowe i warzywne,Mango and passion fruit smoothie 250 ml,Fruit and vegetable juices,Smoothie mangue et fruit de la passion 250 ml,Jus de fruits et de légumes
  Sok z mandarynek pomara?czy i grejpfruta 1 l,Soki owocowe i warzywne,Mandarin orange and grapefruit juice 1 l,Fruit and vegetable juices,Jus de mandarine et de pamplemousse 1 l,Jus de fruits et de légumes
  Sok z ró?owych grejpfrutów 1 l,Soki owocowe i warzywne,Pink grapefruit juice 1 l,Fruit and vegetable juices,Jus de pamplemousse rose 1 l,Jus de fruits et de légumes
  Mieszanka soków oraz przecierów nie z koncentratu 1 l,Soki owocowe i warzywne,A blend of juices and purees not from concentrate 1 l,Fruit and vegetable juices,Un mélange de jus et de purées non de concentré 1 l,Jus de fruits et de légumes
Sun Grown Sok pomara?czowy z mi??szem z zag?szczonego soku 2 l,Soki owocowe i warzywne,Sun Grown Orange juice with pulp from concentrated juice 2 l,Fruit and vegetable juices,Jus d&#39;orange cultivé avec pulpe de jus concentré 2 l,Jus de fruits et de légumes
  Smoothie Sok truskawka i banan 250 ml,Soki owocowe i warzywne,Smoothie Strawberry and banana juice 250 ml,Fruit and vegetable juices,Smoothie Jus de fraises et bananes 250 ml,Jus de fruits et de légumes
Victoria Cymes Smaki Victorii Sok z czerwonych buraków 100% 250 ml,Soki owocowe i warzywne,Victoria Cymes Victoria Flavors Beetroot juice 100% 250 ml,Fruit and vegetable juices,Victoria Cymes Victoria Flavors Jus de betterave 100% 250 ml,Jus de fruits et de légumes
Sun Grown Sok pomara?czowy z zag?szczonego soku z przecierem z mango 2 l,Soki owocowe i warzywne,Sun Grown Orange juice from concentrated juice with mango puree 2 l,Fruit and vegetable juices,Jus d&#39;Orange Sun Grown à partir de jus concentré avec purée de mangue 2 l,Jus de fruits et de légumes
Victoria Cymes Smaki Victorii Sok marchwiowo-bananowo-jab?kowy 250 ml,Soki owocowe i warzywne,"Victoria Cymes Victoria&#39;s Flavors Carrot, banana and apple juice 250 ml",Fruit and vegetable juices,"Victoria Cymes Victoria&#39;s Flavours Jus de carotte, banane et pomme 250 ml",Jus de fruits et de légumes
Sun Grown Sok pomara?czowy z sokiem ananasowym z zag?szczonych soków 2 l,Soki owocowe i warzywne,Sun Grown Orange juice with pineapple juice from concentrated juice 2 l,Fruit and vegetable juices,Jus d&#39;orange cultivé avec jus d&#39;ananas à partir de jus concentré 2 l,Jus de fruits et de légumes
Victoria Cymes Smaki Victorii Naturalnie m?tny sok jab?kowo-brzoskwiniowy-marchwiowy 250 ml,Soki owocowe i warzywne,Victoria Cymes Victoria&#39;s Flavors Naturally cloudy apple-peach-carrot juice 250 ml,Fruit and vegetable juices,"Victoria Cymes Victoria&#39;s Flavours Jus de pomme, pêche et carotte naturellement nuageux 250 ml",Jus de fruits et de légumes
Victoria Cymes Smaki Victorii Naturalnie m?tny sok z jab?ek i malin 250 ml,Soki owocowe i warzywne,Victoria Cymes Victoria flavors Naturally cloudy apple and raspberry juice 250 ml,Fruit and vegetable juices,Victoria Cymes Victoria flavors Jus de pomme et de framboise naturellement nuageux 250 ml,Jus de fruits et de légumes
Victoria Cymes Smaki Victorii Napój jab?kowo-mi?towy 250 ml,Soki owocowe i warzywne,Victoria Cymes Victoria flavors Apple-mint drink 250 ml,Fruit and vegetable juices,Victoria Cymes Victoria flavors Boisson Pomme-Menthe 250 ml,Jus de fruits et de légumes
Ogrody Natury Sok 100% burak 225 ml,Soki owocowe i warzywne,Ogrody Natury Juice 100% beetroot 225 ml,Fruit and vegetable juices,Jus de Nature Ogrody 100% betterave rouge 225 ml,Jus de fruits et de légumes
Ogrody Natury Sok 100% jab?ko i aronia 225 ml,Soki owocowe i warzywne,Ogrody Natury Juice 100% apple and chokeberry 225 ml,Fruit and vegetable juices,Jus de Nature Ogrody 100% pomme et myrtille 225 ml,Jus de fruits et de légumes
Ogrody Natury Sok 100% jab?ko i ?urawina 225 ml,Soki owocowe i warzywne,Ogrody Natury Juice 100% apple and cranberry 225 ml,Fruit and vegetable juices,Jus de Nature Ogrody 100% pomme et canneberge 225 ml,Jus de fruits et de légumes
  Smoothie czerwone 750 ml,Soki owocowe i warzywne,750 ml red smoothie,Fruit and vegetable juices,750 ml de smoothie rouge,Jus de fruits et de légumes
EkoWital Ekologiczna lemoniada z sycylijskich cytryn 250 ml,Soki owocowe i warzywne,EkoWital Organic lemonade with Sicilian lemons 250 ml,Fruit and vegetable juices,Limonade biologique EkoWital aux citrons de Sicile 250 ml,Jus de fruits et de légumes
  Smoothie ananas banan kokos 750 ml,Soki owocowe i warzywne,Pineapple Smoothie Banana Coconut 750 ml,Fruit and vegetable juices,Smoothie Ananas Banane Noix de Coco 750 ml,Jus de fruits et de légumes
  Smoothie truskawka banan 750 ml,Soki owocowe i warzywne,Strawberry smoothie banana 750 ml,Fruit and vegetable juices,Smoothie Fraise Banane 750 ml,Jus de fruits et de légumes
Symbio Smoothie jab?ko-kiwi-banan-spirulina ekologiczne 200 ml,Soki owocowe i warzywne,Symbio Smoothie Apple-Kiwi-Banana-Spirulina Organic 200 ml,Fruit and vegetable juices,Symbio Smoothie Pomme-Kiwi-Banane-Spiruline Biologique 200 ml,Jus de fruits et de légumes
Symbio Smoothie banan-jab?ko-truskawka-aronia ekologiczne 200 ml,Soki owocowe i warzywne,Symbio Smoothie banana-apple-strawberry-chokeberry organic 200 ml,Fruit and vegetable juices,Symbio Smoothie banane-pomme-fraise-avoine bio 200 ml,Jus de fruits et de légumes
  Smoothie mango i marakuja 750 ml,Soki owocowe i warzywne,Mango smoothie and passion fruit 750 ml,Fruit and vegetable juices,Smoothie à la mangue et fruit de la passion 750 ml,Jus de fruits et de légumes
Victoria Cymes Smaki Victorii Sok marchwiowo-bananowo-jab?kowy 990 ml,Soki owocowe i warzywne,"Victoria Cymes Victoria flavors Carrot, banana and apple juice 990 ml",Fruit and vegetable juices,"Victoria Cymes Victoria flavors Jus de carotte, banane et pomme 990 ml",Jus de fruits et de légumes
Symbio Smoothie jab?ko-mango-brzoskwinia-pigwowiec ekologiczne 200 ml,Soki owocowe i warzywne,Symbio Smoothie Apple-Mango-Peach-Quince Organic 200 ml,Fruit and vegetable juices,Symbio Smoothie pomme-mangue-pêche-coing bio 200 ml,Jus de fruits et de légumes
